id,tags,abstract
W2006113459,"glass-ceramic,production from waste,polycrystalline material,microstructure,controlled crystallisation,crystallisation,devitrification,silicate-based waste,silcate,coal combustion ash,coal combustion,ash,steel production slag,slag,fly ash,waste incinerator filter dust,dust,metal hydrometallurgy mud,mud,sludge,glass cullet,silcate waste,building material,construction component,architectural component,thermo-mechanical property,commercialization,industrial exploitation","Glass-ceramics: Their production from wastesA Review. Glass-ceramics are polycrystalline materials of fine microstructure that are produced by the controlled crystallisation devitrification of a glass. Numerous silicate based wastes, such as coal combustion ash, slag from steel production, fly ash and filter dusts from waste incinerators, mud from metal hydrometallurgy, different types of sludge as well as glass cullet or mixtures of them have been considered for the production of glass-ceramics. Developments of glass-ceramics from waste using different processing methods are described comprehensively in this review, covering R&D work carried out worldwide in the last 40 years. Properties and applications of the different glass-ceramics produced are discussed. The review reveals that considerable knowledge and expertise has been accumulated on the process of transformation of silicate waste into useful glass-ceramic products. These glass-ceramics are attractive as building materials for usage as construction and architectural components or for other specialised technical applications requiring a combination of suitable thermo-mechanical properties. Previous attempts to commercialise glass-ceramics from waste and to scale-up production for industrial exploitation are also discussed."
W2064375563,"ceramic matrix composite,ceramic,carbon nanotubes,physical property,mechanical property,reinforcement,structural composite reinforcement,structural composite,electrical property,thermal property,multifunctional application,inorganic matrix composite,toughening element,intrinsic brittleness,cnt polymer matrix composites,cnt polymer,polymer,polymer matrix composites,cnt-loaded ceramic matrix composite,brittle matrix,dispersion quality,density,composite property,toughness,toughening mechanism","Ceramic matrix composites containing carbon nanotubes. Due to the remarkable physical and mechanical properties of individual, perfect carbon nanotubes they are considered to be one of the most promising new reinforcements for structural composites. Their impressive electrical and thermal properties also suggest opportunities for multifunctional applications. In the context of inorganic matrix composites, researchers have particularly focussed onas toughening elements to overcome the intrinsic brittleness of the ceramic or glass material. Although there are now a number of studies published in the literature, these inorganic systems have received much less attention than CNT/polymer matrix composites. This paper reviews the current status of the research and development of CNT-loaded ceramic matrix composite CMC materials. It includes a summary of the key issues related to the optimisation of CNT-based composites, with particular reference to brittle matrices and provides an overview of the processing techniques developed to optimise dispersion quality, interfaces, and density. The properties of the various composite systems are discussed, with an emphasis on toughness; a comprehensive comparative summary is provided, together with a discussion of the possible toughening mechanism that may operate. Last, a range of potential applications are discussed, concluding with a discussion of the scope for future developments in the field."
W2001428875,"liquid phase bonding,transient liquid phase bonding,partial transient liquid phase bonding,bonding,material joining,interlayer,melting,isothermal solidification,melting point,bonding temperature,ni-based superalloy,process kinetic,bonding time,interlayer thickness,interlayer format,optimal bonding temperature,multiple layer,multiple layer interlayer,ceramics,refractory core,lower-melting layer,bonding kinetic","Overview of transient liquid phase and partial transient liquid phase bonding. Transient liquid phase TLP bonding is a relatively new bonding process that joins materials using an interlayer. On heating, the interlayer melts and the interlayer element or a constituent of an alloy interlayer diffuses into the substrate materials, causing isothermal solidification. The result of this process is a bond that has a higher melting point than the bonding temperature. This bonding process has found many applications, most notably the joining and repair of Ni-based superalloy components. This article reviews important aspects of TLP bonding, such as kinetics of the process, experimental details bonding time, interlayer thickness and format, and optimal bonding temperature, and advantages and disadvantages of the process. A wide range of materials that TLP bonding has been applied to is also presented. Partial transient liquid phase PTLP bonding is a variant of TLP bonding that is typically used to join ceramics. PTLP bonding requires an interlayer composed of multiple layers; the most common bond setup consists of a thick refractory core sandwiched by thin, lower-melting layers on each side. This article explains how the experimental details and bonding kinetics of PTLP bonding differ from TLP bonding. Also, a range of materials that have been joined by PTLP bonding is presented."
W2160292870,"toughness,epoxy polymer,fibre composite,rubber microparticle,silica nanoparticle,anhydride-cured epoxy polymer,carbon-fibre reinforced composite,carbon-fibre composite,glass-fibre reinforced composite,glass-fibre composite,hybrid epoxy polymer,carboxyl-terminated,carboxyl,butadiene-acrylonitrile,butadiene,acrylonitrile,toughening mechanism,fracture energy,bulk epoxy polymer,plastic shear-yield band,debonding,plastic void-growth,hybrid materials,interlaminar fracture energy,fibre-bridging toughening mechanism,thermoset polymer,nano-effect,micrometre-sized glass particle,glass particle","The toughness of epoxy polymers and fibre composites modified with rubber microparticles and silica nanoparticles. The present paper investigates the effect of adding silica nanoparticles to an anhydride-cured epoxy polymer in bulk and when used as the matrix of carbon- and glass-fibre reinforced composites. The formation of hybrid epoxy polymers, containing both silica nanoparticles and carboxyl-terminated butadiene-acrylonitrile CTBN rubber microparticles, is also discussed. The structure/property relationships are considered, with an emphasis on the toughness and the toughening mechanisms. The fracture energy of the bulk epoxy polymer was increased from 77 to 212J/m2 by the presence of 20wt% of silica nanoparticles. The observed toughening mechanisms that were operative were a plastic shear-yield bands, and b debonding of the matrix from the silica nanoparticles, followed by plastic void-growth of the epoxy. The largest increases in toughness observed were for the hybrid materials. Here a maximum fracture energy of 965J/m2 was measured for a hybrid epoxy polymer containing 9wt% and 15wt% of the rubber microparticles and silica nanoparticles, respectively. Most noteworthy was the observation that these increases in the toughness of the bulk polymers were found to be transferred to the fibre composites. Indeed, the interlaminar fracture energies for the fibre-composite materials were increased even further by a fibre-bridging toughening mechanism. The present work also extends an existing model to predict the toughening effect of the nanoparticles in a thermoset polymer. There was excellent agreement between the predictions and the experimental data for the epoxy containing the silica nanoparticles, and for epoxy polymers containing micrometre-sized glass particles. The latter, relatively large, glass particles were investigated to establish whether a nano-effect, with respect to increasing the toughness of the epoxy bulk polymers, did indeed exist."
W2091091868,"grain boundary energy anisotropy,grain boundary energy,energy anisotropy,anisotropy,herring equation,nucleating discontinuous transition,discontinuous transition,nucleating transtition,nucleation,grain boundary structure,complexion transition","Grain boundary energy anisotropy: a review. This paper reviews findings on the anisotropy of the grain boundary energies. After introducing the basic concepts, there is a discussion of fundamental models used to understand and predict grain boundary energy anisotropy. Experimental methods for measuring the grain boundary energy anisotropy, all of which involve application of the Herring equation, are then briefly described. The next section reviews and compares the results of measurements and model calculations with the goal of identifying generally applicable characteristics. This is followed by a brief discussion of the role of grain boundary energies in nucleating discontinuous transitions in grain boundary structure and chemistry, known as complexion transitions. The review ends with some questions to be addressed by future research and a summary of what is known about grain boundary energy anisotropy."
W3082721096,"carbon-based material,supercapacitor electrode,supercapacitor,energy consumption,energy storage,micro-size,lightweight,high power density,long cycle life,electrode material,dimensional carbon-based material,biomass-derived carbon material,biomass,carbon material,fabrication method,supercapacitor device,conventional supercapacitor,charge storage mechanism,hybrid ion capacitor,capacitor","Recent progress in carbon-based materials for supercapacitor electrodes: a review. Increased energy consumption stimulates the development of various energy types.a result, the storage of these different types of energy becomes a key issue. Supercapacitors, as one important energy storage device, have gained much attention and owned a wide range of applications by taking advantages of micro-size, lightweight, high power density and long cycle life. From this perspective, numerous studies, especially on electrode materials, have been reported and great progress in the advancement in both the fundamental and applied fields of supercapacitor has been achieved. Herein, a review of recent progress in carbon materials for supercapacitor electrodes is presented. First, the two mechanisms of supercapacitors are briefly introduced. Then, research on carbon-based material electrodes for supercapacitor in recent years is summarized, including different dimensional carbon-based materials and biomass-derived carbon materials. The characteristics and fabrication methods of these materials and their performance as capacitor electrodes are discussed. On the basis of these materials, many supercapacitor devices have been developed. Therefore, in the third part, the supercapacitor devices based on these carbon materials are summarized. A brief overview of two types of conventional supercapacitor according to the charge storage mechanism is compiled, including their development process, the merits or withdraws, and the principle of expanding the potential range. Additionally, another fast-developed capacitor, hybrid ion capacitors as a good compromise between battery and supercapacitor are also discussed. Finally, the future aspects and challenges on the carbon-based materials as supercapacitor electrodes are proposed."
W2328561330,"preparation,characterization,alumina membranes,ultra-fine pore,pore,alumina films,boehmite sol,gelation,drying,calcination,pore size distribution,crack-free layer,microstructure,sintering temperature,acid concentration,precursor sol,minimum modal pore size,microstructure model","The preparation and characterization of alumina membranes with ultra-fine pores. Alumina films less than 20m thick are prepared by a process in which a boehmite sol is successively gelled, dried and calcined. The resulting structure has the unique property that only ultra-fine pores with a narrow pore size distribution are present within large crack-free layers. The microstructure can be influenced by the sintering temperature and the acid concentration of the precursor sol. The minimum modal pore size which has been obtained is 2.5 nm. A consistent model of the microstructure of the membranes and an explanation of its uniformity are presented."
W2030199225,"calcium orthophosphate-based biocomposite,calcium biocomposite,hybrid biomaterial,biomedical application,hard tissue regeneration,matrix material,filler,calcium orthophosphate,bone graft biomaterial","Calcium orthophosphate-based biocomposites and hybrid biomaterials. In this review article, the state-of-the-art of calcium orthophosphate-based biocomposites and hybrid biomaterials suitable for biomedical applications is presented. This subject belongs to a rapidly expanding area of science and research, because these types of biomaterials offer many significant and exciting possibilities for hard tissue regeneration. Through the successful combinations of the desired properties of matrix materials with those of fillers in such systems, calcium orthophosphates might play either role, innovative bone graft biomaterials can be designed. The review starts with an"
W1997091043,"magnetorheological elastomer,natural rubber,mechanical property,electrical property,magnetic property,applied magnetic field,smart material,matrix type,external magnetic flux density,magnetic flux density,plasticizer,iron particle,shear modulus,field-induced increment,dynamic mechanical analyzer,viscoelastic property,strain amplitude,driving frequency","Investigation on magnetorheological elastomers based on natural rubber. Magnetorheological Elastomers MR Elastomers orare a kind of novel smart material, whose mechanical, electrical, magnetic properties are controllable under applied magnetic fields. They have attracted increasing attentions and broad application prospects. But conventionalare limited to wide applications because their MR effects and mechanical performances are not high enough. This paper aims to optimize the fabrication method and to fabricate good natural rubber basedwith high modulus by investigating the influences of a variety of fabrication conditions on theperformances, such as matrix type, external magnetic flux density, and temperature, plasticizer and iron particles. Among these factors, the content of iron particles plays a most important contribution in shear modulus. When the iron particle weight fraction is 80% and the external magnetic flux density is 1 T, the field-induced increment of shear modulus reaches 3.6 MPa, and the relative MR effect is 133%. If the iron weight fraction increases to 90%, the field-induced increment of shear modulus is 4.5 MPa. This result has exceeded the best report in the literatures researching theon the same kind of matrix. The dynamic performances ofwere also experimentally characterized by using a modified Dynamic Mechanical Analyzer DMA system. The effects of strain amplitude and driving frequency on viscoelastic properties ofwere analyzed."
W2886707552,"nonlinear dynamical analysis,breathing crack,plate structures,vibrations,open and closing movement,nonlinear dynamic response,contact nonlinearity,nonlinear vibration,structural intensity,dynamic excitation,surface structural intensity vector field,crack position,crack shape,structural intensity maps,damage identification,cracked structures","Nonlinear Dynamical Analysis of a Breathing Crack Plate Based on Structural Intensity Method. A Breathing crack is one of the most common damage in plate structures. When a plate vibrates, the breathing crack will produce the open and closing movement, and the structure has nonlinear dynamic response characteristics. In this paper, the contact nonlinearity of a plate structure with a breathing crack is considered, and the nonlinear vibration of the breathing cracked plate is analyzed. The structural intensity is studied under dynamic excitation and the surface structural intensity vector field of the structure is determined. The position and shape of the crack are identified by the structural intensity maps, which provide a theoretical basis for the damage identification of cracked structures with a breathing crack."
W2100947909,"eco-friendly gypsum materials,eco-friendly composites,gypsum materials,civil construction,sustainable economic growth,alternative products,architecture,construction,green materials,composite materials,waste material,granulated cork,cork,cellulose fibers,composite boards,non-structural elements,dry walls,ceilings,cork bark,construction industry,reduced density,density,elasticity,compressibility,waterproof,vibration absorption,thermal insulation,acoustic insulation,gypsum binder,mineral additions,physical properties,mechanical properties,reinforced composites,industrial by-products,thermal properties,acoustic properties","New Eco-Friendly Gypsum Materials for Civil Construction. The sustainable worlds economic growth and peoples life improvement greatly depend on the use of alternative products in the architecture and construction, such as industrial wastes conventionally called green materials. This paper concerns the main results of an experimental work carried out with the objective of developing new composite materials based on gypsum and incorporating waste material as granulated cork, a by-product of cork industry, and cellulose fibres, a waste of paper industry. Such materials are intended to be used as composite boards for non structural elements of construction, such as dry walls and ceiling. Cork bark of the plant Quercus Suber L, a substance largely produced in Portugal, is a material whose characteristics are of considerable interest for the construction industry. It is regarded as a strategic material with enormous potential by its reduced density, elasticity, compressibility, waterproof, vibration absorption, thermal and acoustic insulation efficiency 1. During the first stage of this research work the gypsum binder and its properties were studied. Then, composites with mineral additions added to increase the waterproofing and resistance were also developed and submitted to tests to determine their physical and mechanical properties. In last stage, reinforced composites using different industrial by-products have been developed. This paper will present the properties and the manufacture methods used to produce the above mentioned eco-friendly composites that can ease ways for using industrial wastes as new construction materials, with excellent inherent thermal and acoustic properties."
W2008608161,"strain tensors,stress tensors,rolled uranium plate,uranium plate,uranium,rietveld refinement,neutron-diffraction data,macroscopic average strain,macroscopic average stress,least-squares refinement,interplanar spacings,bragg reflections,pole figures,triclinic sample symmetry,tensile strain,tensile stress,transverse direction,rolling direction,normal direction,plate thickness,shear strain,shear stress component,compressive","Strain and stress tensors of rolled uranium plate by Rietveld refinement of TOF neutron-diffraction data. We report the complete macroscopic average strain and stress tensors for a cold-rolled uranium plate, based on the neutron TOF measurements. Both tensors were determined by the least-squares refinement of the interplanar spacings of 19 Bragg reflections. Based on the pole figures, as determined by GSAS, a triclinic sample symmetry of the uranium plate was assumed. Strain and stress are tensile in both the transverse and rolling directions and very small in the normal direction through the thickness of the plate. Shear strain and stress components are compressive and of significant magnitude."
W2469729300,"tio2-based sorbent,lead ions,lead ions sorbent,non-magnetic powder,magnetically modified powder,magnetic powder,sorption experiments,magnetically responsive,scanning electron microscopy,x-ray diffraction,particle size,surface area,batch adsorption experiments,flame atomic absorption spectrometer,absorption spectrometer,langmuir isotherm,freundlich isotherm,linear regression,non-linear regression,magnetic iron oxide particles,adsorption rate,maximum adsorbed pb2+ ions,magnetic separation,sorbents,adsorbed ions,pollutants","TiO2Based Sorbent of Lead Ions. The non-magnetic TiO2 powder and magnetically modified TiO2 powder were employed for the sorption experiments. FeSO4 .7H2O was used for synthesis of magnetically responsive TiO2 . The non-magnetic and prepared magnetic materials were characterized by scanning electron microscopy and X-ray diffraction methods. The particle size and specific surface area were determined. A detailed study of the adsorption process performed using batch adsorption experiments was carried out with various concentrations of lead ions and contact time. A flame atomic absorption spectrometer was used for determination of Pb2+ ions concentration in solution. Adsorption process has been modeled by the Langmuir and Freundlich isotherms using linear and non-linear regression. The results showed that the adsorption of Pb2+ ions on the magnetic and non-magnetic TiO2 particles occurred in a monolayer. Presence of magnetic iron oxides particles on the surface of sorbents increased the adsorption rate, and increased the maximum amount of adsorbed Pb2+ ions per mass in comparison with adsorption on the non-magnetic TiO2 particles. The magnetically modified TiO2 particles allow magnetic separation of the sorbents with already adsorbed ions of pollutants."
W2278398872,"high temperature flow stress model,flow stress model,flow stress,aermet 100,strain rate,hopkinson pressure bar compression tests,hopkinson pressure,martensitic steel,predictive flow stress model,austenite grain size,hall-petch relationship,heat treatment,microstructural evolution,friction,adiabatic heating,work hardening exponent,zener-hollomon equation,artificial neural network,prediction","Development of a high temperature flow stress model for AerMet 100 covering several orders of magnitude of strain rate. Constant strain rate, constant velocity and Hopkinson Pressure Bar compression tests were carried out on AerMet 100 martensitic steel between and spanning strain rates from 0.01s1 to 4000s1. The results were used to generate a predictive flow stress model over the entire range of test conditions. The effect of initial austenite grain size on flow stress was found to follow the HallPetch relationship. This dependency was then removed through innovative heat treatments. The morphology of the flow stress curves were also dependent on mechanisms of microstructural evolution which were controlled by the test method, strain rate and temperature. Friction and adiabatic heating also had a major contribution. A novel method was proposed in order to define the flow stress, which was then used to determine the work hardening exponent of the ZenerHollomon equation. It was found that a deviation from the linear trend was observed in Hopkinson Pressure Bar tests and reasons were given. An artificial neural network approach was used to determine a more accurate predictive flow stress model which included the effects of test method, temperature, stain rate and initial austenite grain size. The method showed that it was possible to predict the flow stress between 50 and 2000s1 where mechanical testings results were absent."
W2361236360,"microstructure,properties,forged medium-chrome alloy white cast iron,forged alloy,white cast iron,forging method,heat treatment,impact toughness,chromium alloy,carbon content,hot plasticity,forgeability,eutectic carbide,impact abrasive resistance","Study on microstructure and properties of forged medium-chrome alloy white cast iron. Adopting forging method and proper heat treatment after forging can improve significantly the impact toughness of chromium alloy white cast iron.Making use of hot plasticity upsetting test method,the hot plasticity of medium-chrome alloy white cast iron with different carbon content,and the influence of carbon on the hot plasticity of medium-chrome one were studied.The effect of different heat treatment processes on its forged microstructure and properties was also studied.The results show that medium-chrome alloy white cast iron with 1.85%2.59% carbon content has,in 8501130 ranges,good forgeability,and its hot plasticity becomes bad up to the increase of carbon content.The main reason is that the difference of carbon content causes the change of the quantity of eutectic carbide in organization.On the basis of them,the heat-treating technology which can improve significantly the impact abrasive resistance of forging medium-chrome alloy white cast iron were put forward."
W2361620319,"wear resistance,wear mechanism,hot-forging die steels,hot-forging,die steel,cast steel,h13 steel,h21 steel,pin-on-disk high-temperature wear tester,pin-on-disk,wear tester,unsolved carbide,carbide,elevated-temperature wear resistance,wear resistance","Wear resistance and wear mechanism of hot-forging die steels. Wear tests were performed for a new-type cast steel,H13 and H21 steels on a pin-on-disk high-temperature wear tester.Their wear resistances were compared,and wear mechanism discussed.Compared with the cast steel and H13 steel,high wear resistance of H21 steel at room temperature is attributed to many unsolved carbides.At,the cast steel and H13 steel present a lower wear rate and increased rate with an increase of load,while the wear rate of H21 steel abruptly increases as the load reaches 200 N.At400 ,the cast steel posseses much lower wear rate than those of H13 and H21 steels.It can be suggested that the the cast steel presents markedly higher elevated-temperature wear resistance than the conventional hot-forging die steels."
W2012855758,"moth-eye structures,moth-eye,polydimethylsiloxane stamp,replication,functionalized microlense,microlense,ultraviolett-nanoimprint lithography,ultraviolett lithography,nanoimprint lithography,lithiography,camera modules,elastomer stamp,microlens array,antireflective layer,thermoforming process,optical performance,integration","Integration of moth-eye structures into a polydimethylsiloxane stamp for the replication of functionalized microlenses using UV-nanoimprint lithography. The increasing demand for low cost camera modules for mobile devices requires technological solutions for the manufacturing process. One of the most promising fabrication processes for microlenses for camera modules is UV-nanoimprint lithography. In a typical fabrication process, an elastomer stamp is used to replicate microlenses. In this work, a method is presented to integrate moth-eye structures as an antireflective layer into a polydimethylsiloxane PDMS stamp containing a microlens array. The integration of these structures is done by a thermoforming process. Due to the integration of the moth-eye structures into the PDMS stamp, the optical performance of the replicated microlenses can be improved and no additional processing steps are necessary after the replication process."
